id,novelty_1,novelty_2,response,response_nofill,item,item_nofill,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,SemDis_factor
1563,3,3,to decorate a room,decorate room,Shoe,shoe,0.93025,1.00995,0.9418,1.00322,1.01397,0.97984,0.03322
1622,3,2,throwing object,throwing object,Shoe,shoe,0.976,0.94171,1.105,0.95492,1.08173,1.01187,0.07948
1622,3,3,doorstop,doorstop,Shoe,shoe,0.74129,0.81855,0.75447,0.95414,0.96356,0.8464,-0.13516
1622,1,1,to wear,wear,Shoe,shoe,0.68745,0.77508,0.78195,0.69537,0.62961,0.71389,-0.289
1622,3,3,paperweight,paperweight,Shoe,shoe,0.78188,0.73614,0.78214,1.00119,0.96689,0.85365,-0.12972
1622,5,4,measurement device,measurement device,Shoe,shoe,1.01501,1.03701,1.00448,0.92258,1.11841,1.0195,0.09724
1622,4,4,recycle,recycle,Shoe,shoe,0.87825,0.8794,0.93306,0.95965,0.92219,0.91451,-0.04947
1622,3,3,art,art,Shoe,shoe,0.84374,0.97413,0.90039,0.99875,0.8674,0.91688,-0.05317
1622,1,2,running,running,Shoe,shoe,0.78952,0.93675,0.88544,0.93103,0.83471,0.87549,-0.1012
1622,3,2,style,style,Shoe,shoe,0.77309,0.88167,0.87182,0.96347,0.80577,0.85916,-0.12649
1547,2,1,protects foot,protects foot,Shoe,shoe,0.96395,1.02434,1.00427,1.0649,0.9954,1.01057,0.06496
1547,3,3,throwing,throwing,Shoe,shoe,0.83038,0.88037,0.99284,1.00628,0.78348,0.89867,-0.08209
1547,4,2,can add height for a person,can add height person,Shoe,shoe,1.1015,1.06753,0.99307,0.97181,1.09767,1.04632,0.12887
1547,3,2,fashion,fashion,Shoe,shoe,0.70997,0.87638,0.73796,0.75035,0.68175,0.75128,-0.24414
1514,1,1,walking,walking,Shoe,shoe,0.71429,0.88577,0.81115,0.79483,0.73985,0.78918,-0.2004
1514,3,3,throwing,throwing,Shoe,shoe,0.83038,0.88037,0.99284,1.00628,0.78348,0.89867,-0.08209
1514,3,3,potting a plant,potting plant,Shoe,shoe,0.96177,0.96765,0.88162,1.04553,0.91536,0.95439,-0.00408
1514,3,3,drawing on the shoe,drawing shoe,Shoe,shoe,1.18626,1.0413,1.0155,1.15093,1.07598,1.09399,0.17246
1514,3,3,collect,collect,Shoe,shoe,0.90326,0.98923,0.94377,0.94968,0.90324,0.93784,-0.01894
1514,3,3,decoration,decoration,Shoe,shoe,0.94233,0.87625,0.90555,0.97877,0.90068,0.92072,-0.04124
1528,1,1,for wearing,wearing,Shoe,shoe,0.69482,0.83347,0.81455,0.73725,0.64667,0.74535,-0.25356
1528,2,2,warmth,warmth,Shoe,shoe,0.87179,1.02732,0.95437,1.07441,0.98821,0.98322,0.02657
1528,2,2,fly swat,fly swat,Shoe,shoe,1.06895,1.05202,1.02823,0.97127,1.02175,1.02844,0.10185
1528,1,1,running,running,Shoe,shoe,0.78952,0.93675,0.88544,0.93103,0.83471,0.87549,-0.1012
1528,1,1,walking,walking,Shoe,shoe,0.71429,0.88577,0.81115,0.79483,0.73985,0.78918,-0.2004
1528,2,1,climbing,climbing,Shoe,shoe,0.94026,0.96435,0.96524,0.93264,0.89732,0.93996,-0.01362
1528,1,3,to wear in the water,wear water,Shoe,shoe,1.09181,0.97212,0.92213,1.064,1.09201,1.02841,0.09759
1551,1,1,to wear on your foot,wear foot,Shoe,shoe,1.12284,1.07834,0.88637,1.00337,1.0188,1.02194,0.09522
1551,3,3,to prop open a door,prop open door,Shoe,shoe,0.93219,0.85354,0.92618,0.99995,0.84001,0.91037,-0.05934
1551,3,2,to throw at someone,throw someone,Shoe,shoe,1.00731,1.09786,1.06369,1.03538,1.07071,1.05499,0.12704
1366,1,1,walking,walking,Shoe,shoe,0.71429,0.88577,0.81115,0.79483,0.73985,0.78918,-0.2004
1366,1,1,running,running,Shoe,shoe,0.78952,0.93675,0.88544,0.93103,0.83471,0.87549,-0.1012
1366,2,1,protection,protection,Shoe,shoe,0.95543,1.03424,1.04575,0.97823,0.93825,0.99038,0.04546
1366,2,2,kills bugs,kills bugs,Shoe,shoe,1.05596,1.013,0.97137,1.00222,1.03168,1.01485,0.08247
1366,3,3,to play catch with,play catch,Shoe,shoe,0.99878,1.11977,1.05156,0.92985,1.04008,1.02801,0.10293
1366,2,2,kicking a soccer ball,kicking soccer ball,Shoe,shoe,0.76297,0.93476,0.94842,1.00546,0.83441,0.8972,-0.08397
1511,1,1,wearing to not get feet dirty,wearing get feet dirty,Shoe,shoe,1.07632,1.03201,1.05633,1.06499,1.06931,1.05979,0.13289
1511,2,2,killing a bug,killing bug,Shoe,shoe,1.11177,0.98996,1.01648,0.98766,1.0458,1.03033,0.10531
1511,3,3,throwing to dislodge an object that is stuck up high,throwing dislodge object stuck high,Shoe,shoe,0.96764,1.04311,1.03848,0.97054,0.93472,0.9909,0.04743
1511,3,3,propping a door open,propping door open,Shoe,shoe,0.9167,1.04872,0.97618,0.95363,1.07586,0.99422,0.05734
1511,3,3,kicking someone,kicking someone,Shoe,shoe,1.16904,1.06028,1.05705,1.02798,1.03234,1.06934,0.15123
1511,2,2,looking cute,looking cute,Shoe,shoe,0.97557,1.10444,0.9365,1.03647,1.02702,1.016,0.07762
1599,1,1,to wear,wear,Shoe,shoe,0.68745,0.77508,0.78195,0.69537,0.62961,0.71389,-0.289
1599,3,3,to design,design,Shoe,shoe,0.87743,0.85096,0.92496,0.98395,0.79501,0.88646,-0.09147
1599,3,3,to collect,collect,Shoe,shoe,0.90326,0.98923,0.94377,0.94968,0.90324,0.93784,-0.01894
1599,3,3,to use as a weapon,use weapon,Shoe,shoe,1.02733,1.04328,0.94233,1.05574,1.12411,1.03856,0.10928
1531,1,1,wearing,wearing,Shoe,shoe,0.69482,0.83347,0.81455,0.73725,0.64667,0.74535,-0.25356
1531,1,1,walking,walking,Shoe,shoe,0.71429,0.88577,0.81115,0.79483,0.73985,0.78918,-0.2004
1531,2,2,killing bugs with,killing bugs,Shoe,shoe,1.03451,1.05891,1.00923,1.053,1.01844,1.03482,0.10023
1531,3,3,hiding things,hiding things,Shoe,shoe,1.06373,0.96724,0.96877,0.93332,1.10562,1.00774,0.08358
1531,3,3,for painting,painting,Shoe,shoe,0.87611,0.89472,0.94258,0.92063,0.86011,0.89883,-0.06752
1531,3,3,collecting,collecting,Shoe,shoe,0.86571,1.01896,0.95092,0.96281,0.90838,0.94136,-0.01737
1531,1,2,running,running,Shoe,shoe,0.78952,0.93675,0.88544,0.93103,0.83471,0.87549,-0.1012
1382,2,1,protect feet,protect feet,Shoe,shoe,1.0928,1.06307,1.12917,1.044,1.0359,1.07299,0.14976
1382,4,4,drink out of,drink,Shoe,shoe,0.83156,1.02761,0.8585,0.92073,0.84894,0.89747,-0.06977
1382,4,4,gloves,gloves,Shoe,shoe,0.6313,0.71523,0.66599,0.75956,0.63406,0.68123,-0.33659
1382,4,3,bed for small animals,bed small animals,Shoe,shoe,0.96143,1.00434,0.88831,0.98826,0.91551,0.95157,-0.00181
1382,5,3,stinky air freshener,stinky air freshener,Shoe,shoe,0.83203,0.94461,0.95395,1.0741,0.90271,0.94148,-0.0304
1382,4,4,footprint maker,footprint maker,Shoe,shoe,0.98651,1.05696,0.96179,0.95979,0.95,0.98301,0.04143
1382,3,3,flower pot,flower pot,Shoe,shoe,1.0636,0.94035,0.95214,1.06773,0.94716,0.9942,0.04749
1417,2,2,kill bugs,kill bugs,Shoe,shoe,1.03556,1.06165,0.93867,0.96402,1.03083,1.00615,0.07529
1417,2,1,foot protection,foot protection,Shoe,shoe,0.97783,0.89697,0.98016,1.06445,1.07594,0.99907,0.05433
1417,3,3,decor,decor,Shoe,shoe,0.84026,0.86555,0.86459,0.83179,0.87604,0.85565,-0.11196
1417,3,3,weapon,weapon,Shoe,shoe,0.74564,0.91075,0.93514,1.02918,0.8838,0.9009,-0.08054
1453,2,1,To protect your feet,to protect feet,Shoe,shoe,0.88292,0.98478,0.93346,0.9403,0.87251,0.92279,-0.03855
1453,2,2,keep warm,keep warm,Shoe,shoe,1.00086,1.07389,0.99726,1.06904,1.10439,1.04909,0.11831
1453,3,3,a weapon,weapon,Shoe,shoe,0.74564,0.91075,0.93514,1.02918,0.8838,0.9009,-0.08054
1453,3,3,a projectile,projectile,Shoe,shoe,0.86653,0.88673,0.88517,1.07668,0.887,0.92042,-0.05493
1453,2,3,to hold things,hold things,Shoe,shoe,1.0367,1.03806,0.98845,0.93919,1.12883,1.02625,0.10555
1440,1,1,walking,walking,Shoe,shoe,0.71429,0.88577,0.81115,0.79483,0.73985,0.78918,-0.2004
1440,1,1,running,running,Shoe,shoe,0.78952,0.93675,0.88544,0.93103,0.83471,0.87549,-0.1012
1440,2,2,keep your feet warm,keep feet warm,Shoe,shoe,0.74619,0.95762,0.983,0.98182,0.8596,0.90565,-0.0714
1506,2,3,swat flies,swat flies,Shoe,shoe,1.08791,1.04249,1.04751,1.01114,0.94124,1.02606,0.09235
1506,1,1,wear places,wear places,Shoe,shoe,1.03816,1.05763,0.97615,0.96678,1.09741,1.02723,0.10315
1506,3,3,door stop,door stop,Shoe,shoe,1.03157,0.98531,1.07739,1.14232,1.06138,1.05959,0.1221
1497,3,2,fashion,fashion,Shoe,shoe,0.70997,0.87638,0.73796,0.75035,0.68175,0.75128,-0.24414
1497,3,3,punish people,punish people,Shoe,shoe,0.93744,1.08598,1.05878,1.032,1.11021,1.04488,0.11329
1497,2,1,foot protection,foot protection,Shoe,shoe,0.97783,0.89697,0.98016,1.06445,1.07594,0.99907,0.05433
1458,1,1,put on feet,put feet,Shoe,shoe,1.11525,1.00085,0.92602,1.12212,1.05793,1.04443,0.1114
1458,4,4,use as a cup,use cup,Shoe,shoe,1.0329,1.04207,0.95505,0.90063,1.08862,1.00385,0.08054
1458,2,2,kill bugs,kill bugs,Shoe,shoe,1.03556,1.06165,0.93867,0.96402,1.03083,1.00615,0.07529
1458,3,3,keep paper from flying away,keep paper flying away,Shoe,shoe,1.02239,0.91917,1.03375,1.06,1.12114,1.03129,0.0976
1458,3,3,keep door open,keep door open,Shoe,shoe,0.92119,1.01389,1.00297,1.00923,0.87,0.96346,0.00551
1330,1,1,for your feet,feet,Shoe,shoe,0.61751,0.76791,0.74893,0.78298,0.76527,0.73652,-0.26721
1330,3,4,plant holder,plant holder,Shoe,shoe,0.994,1.00407,0.97922,0.96528,0.90665,0.96984,0.02278
1330,3,3,chew toy for dog,chew toy dog,Shoe,shoe,0.89594,0.80427,0.93205,0.91471,0.91692,0.89278,-0.07156
1330,3,3,piece of art,piece art,Shoe,shoe,1.10533,0.96267,1.02239,0.93735,1.14319,1.03419,0.11833
1513,1,1,put on,put,Shoe,shoe,0.79305,0.88893,0.97496,0.88542,0.83822,0.87612,-0.09718
1513,3,1,ground skin barrier,ground skin barrier,Shoe,shoe,0.91728,0.86726,1.00899,0.9967,0.87602,0.93325,-0.03124
1513,2,2,mountain climbing,mountain climbing,Shoe,shoe,1.08259,1.04098,0.90027,0.93857,1.01767,0.99602,0.06741
1513,2,2,biking,biking,Shoe,shoe,0.92394,0.92966,0.84306,0.91999,0.87454,0.89824,-0.0638
1513,2,2,dress up,dress,Shoe,shoe,0.58539,0.75955,0.72783,0.78193,0.68099,0.70714,-0.30782
1513,2,2,dancing,dancing,Shoe,shoe,0.76135,0.91958,0.87475,0.95604,0.86657,0.87566,-0.10344
1513,3,3,throwing,throwing,Shoe,shoe,0.83038,0.88037,0.99284,1.00628,0.78348,0.89867,-0.08209
1513,5,5,eating metaphorically,eating metaphorically,Shoe,shoe,1.03299,1.01172,0.97135,1.02936,1.02913,1.01491,0.07871
1559,1,1,wear on foot,wear foot,Shoe,shoe,1.12284,1.07834,0.88637,1.00337,1.0188,1.02194,0.09522
1559,2,2,kill a bug,kill bug,Shoe,shoe,1.08636,1.09093,0.95887,0.9726,1.07658,1.03707,0.1165
1559,3,3,place flowers in,place flowers,Shoe,shoe,0.93853,0.96741,0.91036,1.03144,1.00103,0.96975,0.01812
1559,4,4,use as a cup,use cup,Shoe,shoe,1.0329,1.04207,0.95505,0.90063,1.08862,1.00385,0.08054
1559,3,3,use laces to tie something,use laces tie something,Shoe,shoe,1.06159,1.09204,1.06099,0.91056,0.92464,1.00996,0.08067
1559,3,3,as a weight,weight,Shoe,shoe,0.87869,0.89712,0.85695,1.03227,0.84332,0.90167,-0.07433
1559,3,3,to hit something,hit something,Shoe,shoe,1.00713,1.10521,1.02022,0.90562,1.06313,1.02026,0.09745
1559,4,3,to measure something,measure something,Shoe,shoe,0.96876,1.00099,1.02318,0.96306,1.13899,1.019,0.09086
1559,3,3,to hold something,hold something,Shoe,shoe,1.00429,1.01875,1.03515,1.09816,1.11456,1.05418,0.12143
1559,3,3,to prop up a phone,prop phone,Shoe,shoe,1.01142,0.99524,0.92642,1.07387,1.1079,1.02297,0.08691
1559,3,3,keep a door open,keep door open,Shoe,shoe,0.92119,1.01389,1.00297,1.00923,0.87,0.96346,0.00551
1425,2,1,protect feet,protect feet,Shoe,shoe,1.0928,1.06307,1.12917,1.044,1.0359,1.07299,0.14976
1425,3,3,prop something open,prop something open,Shoe,shoe,1.03409,0.91776,0.93997,1.03428,0.85803,0.95683,-2.00E-05
1449,1,1,feet,feet,Shoe,shoe,0.61751,0.76791,0.74893,0.78298,0.76527,0.73652,-0.26721
1449,4,3,hold food,hold food,Shoe,shoe,1.04508,0.93986,0.97244,1.03529,1.11983,1.0225,0.0912
1449,3,4,punishment,punishment,Shoe,shoe,0.91754,0.89937,0.87753,1.07069,0.95156,0.94334,-0.02107
1449,3,3,prop the door open,prop door open,Shoe,shoe,0.93219,0.85354,0.92618,0.99995,0.84001,0.91037,-0.05934
1449,3,5,throw to turn lights off,throw turn lights,Shoe,shoe,0.85137,1.03542,0.98453,0.95764,0.87897,0.94159,-0.01879
1347,2,3,To kill a bug,to kill bug,Shoe,shoe,0.84564,1.02302,1.06468,0.9695,0.89489,0.95955,0.00129
1347,1,1,to wear on your feet,wear feet,Shoe,shoe,1.14806,1.11889,0.99901,1.05112,1.00992,1.0654,0.1434
1347,3,3,to stand on to reach something,stand reach something,Shoe,shoe,0.86467,0.91357,1.04899,0.94595,0.84687,0.92401,-0.0415
1347,3,4,to clap against another shoe to clean,clap another shoe clean,Shoe,shoe,1.18267,0.86787,0.95663,0.80044,0.98703,0.95893,0.03704
1347,4,4,to see how high you can fling it in the air,see high can fling air,Shoe,shoe,0.96673,1.03627,0.95249,0.94595,1.10702,1.00169,0.0711
1347,2,2,to click a soccer ball,click soccer ball,Shoe,shoe,1.06006,0.91521,0.97184,0.96616,0.85841,0.95434,0.00437
1347,4,4,to break a fall,break fall,Shoe,shoe,1.01062,1.0974,1.03184,1.13652,1.09488,1.07425,0.14233
1518,2,1,protect your feet,protect feet,Shoe,shoe,1.0928,1.06307,1.12917,1.044,1.0359,1.07299,0.14976
1518,3,2,throw at something,throw something,Shoe,shoe,1.0073,1.05165,1.04426,1.013,1.05294,1.03383,0.10253
1518,2,2,squash a bug,squash bug,Shoe,shoe,1.08958,1.0946,0.9184,1.01489,0.98462,1.02042,0.08896
1518,3,3,help you be more athletic,help athletic,Shoe,shoe,1.10767,1.02269,1.04384,1.07085,1.10115,1.06924,0.14677
1610,1,1,wear it,wear,Shoe,shoe,0.68745,0.77508,0.78195,0.69537,0.62961,0.71389,-0.289
1610,3,3,throw it at someone,throw someone,Shoe,shoe,1.00731,1.09786,1.06369,1.03538,1.07071,1.05499,0.12704
1610,3,4,take the lace off and wear it as a belt,take lace wear belt,Shoe,shoe,1.187,1.00777,1.04376,1.02514,0.95088,1.04291,0.11651
1610,3,3,draw on it,draw,Shoe,shoe,0.92168,1.01864,0.94761,0.94657,0.97521,0.96194,0.01482
1610,2,3,stomp on a bug,stomp bug,Shoe,shoe,0.99844,1.11218,1.03519,1.0107,0.93618,1.01854,0.07938
1407,3,3,used to hold something in place,used hold something place,Shoe,shoe,1.02695,0.99053,0.99554,0.88566,1.09765,0.99927,0.07559
1407,3,3,used as a weapon,used weapon,Shoe,shoe,1.09611,1.06888,0.98613,0.96614,1.12732,1.04892,0.13366
1407,3,3,used as decoration,used decoration,Shoe,shoe,0.93057,0.9172,0.95064,1.02712,1.07509,0.98012,0.03302
1407,3,3,used as a dog toy,used dog toy,Shoe,shoe,0.87755,0.89438,1.01112,1.06041,0.90212,0.94912,-0.01868
1450,2,1,protection of foot,protection foot,Shoe,shoe,0.97783,0.89697,0.98016,1.06445,1.07594,0.99907,0.05433
1450,2,2,killing bugs,killing bugs,Shoe,shoe,1.03451,1.05891,1.00923,1.053,1.01844,1.03482,0.10023
1450,5,2,throwing at George Bush,throwing george bush,Shoe,shoe,0.91331,1.034,1.05593,1.01763,0.82518,0.96921,0.00898
1598,1,2,wearing,wearing,Shoe,shoe,0.69482,0.83347,0.81455,0.73725,0.64667,0.74535,-0.25356
1543,3,3,hit someone with,hit someone,Shoe,shoe,1.0283,1.0945,1.01055,1.06224,1.03336,1.04579,0.1133
1543,1,1,wear it to walk and run,wear walk run,Shoe,shoe,0.76817,0.86971,0.92198,0.87387,0.87616,0.86198,-0.11242
1543,3,3,use it to prop open a door,use prop open door,Shoe,shoe,1.0746,1.03457,0.999,1.10715,1.10198,1.06346,0.1353
1543,3,3,paper weight,paper weight,Shoe,shoe,1.12113,0.98377,1.00135,1.09706,1.15706,1.07207,0.1509
1543,4,4,use as tinder/light on fire,use tinder light fire,Shoe,shoe,1.03914,0.95634,0.88939,0.9568,0.94037,0.95641,0.01152
1543,3,3,use it to carry stuff in,use carry stuff,Shoe,shoe,0.89921,0.89512,0.9557,1.04507,0.8882,0.93666,-0.03125
1543,5,4,use as hammer to nail stuff,use hammer nail stuff,Shoe,shoe,1.07089,1.08852,1.0425,0.95772,1.12725,1.05738,0.14304
1402,1,1,Wearing on your foot,wearing foot,Shoe,shoe,1.12419,1.07073,0.96751,0.96209,0.97832,1.02057,0.09486
1402,2,2,swatting a fly,swatting fly,Shoe,shoe,0.96894,1.00792,1.01761,1.01377,0.99001,0.99965,0.05629
1402,4,3,knocking something down from up high,knocking something high,Shoe,shoe,0.85346,1.08321,0.97911,1.02133,0.87463,0.96235,7.40E-04
1461,2,1,used for protection,used protection,Shoe,shoe,0.96953,0.82524,1.04718,0.98727,1.12014,0.98987,0.05064
1461,3,3,used as projectile,used projectile,Shoe,shoe,1.02502,1.08236,0.94031,0.96434,1.08477,1.01936,0.09325
1461,3,4,used to tie things together,used tie things together,Shoe,shoe,1.06278,1.00944,0.98983,1.00797,1.10425,1.03485,0.10942
1461,5,5,used as symbols the music kind,used symbols music kind,Shoe,shoe,0.93057,0.96349,1.07307,1.02625,1.0915,1.01698,0.0776
1461,4,4,used for warmth can be worn like gloves,used warmth can worn like gloves,Shoe,shoe,1.01984,0.97176,0.93221,0.81866,1.11955,0.9724,0.05049
1461,5,5,used as earrings,used earrings,Shoe,shoe,1.04362,0.91221,0.99385,1.00104,0.89655,0.96945,0.01996
1352,2,3,hit a fly,hit fly,Shoe,shoe,0.9211,1.02672,1.0038,1.04917,1.02554,1.00527,0.05922
1352,1,1,for your feet,feet,Shoe,shoe,0.61751,0.76791,0.74893,0.78298,0.76527,0.73652,-0.26721
1352,3,3,prop open a door,prop open door,Shoe,shoe,0.93219,0.85354,0.92618,0.99995,0.84001,0.91037,-0.05934
1526,1,1,To walk in,to walk,Shoe,shoe,1.0447,1.03409,1.01878,0.94563,1.07453,1.02355,0.09936
1526,2,3,to swat insects,swat insects,Shoe,shoe,1.11988,1.10516,1.00652,0.96234,1.04591,1.04796,0.13064
1526,3,3,to collect and display,collect display,Shoe,shoe,1.02447,1.05903,0.98932,0.94556,1.06726,1.01713,0.09081
1526,4,4,to use as art,use art,Shoe,shoe,1.11599,1.06517,1.05015,0.9146,1.14582,1.05835,0.15105
1526,4,5,to save a spot,save spot,Shoe,shoe,1.06267,0.94458,1.07356,0.87539,1.0731,1.00586,0.08403
1362,2,1,protecting feet,protecting feet,Shoe,shoe,1.07512,1.09898,1.06293,1.0498,0.98664,1.05469,0.12506
1362,3,3,dog chew toy,dog chew toy,Shoe,shoe,0.89594,0.80427,0.93205,0.91471,0.91692,0.89278,-0.07156
1466,1,1,wear,wear,Shoe,shoe,0.68745,0.77508,0.78195,0.69537,0.62961,0.71389,-0.289
1466,2,2,kill bugs,kill bugs,Shoe,shoe,1.03556,1.06165,0.93867,0.96402,1.03083,1.00615,0.07529
1587,2,1,protect feet,protect feet,Shoe,shoe,1.0928,1.06307,1.12917,1.044,1.0359,1.07299,0.14976
1587,2,2,climb a mountain,climb mountain,Shoe,shoe,1.02743,1.00295,0.93722,0.97868,1.0311,0.99548,0.06005
1587,3,3,use as projectile,use projectile,Shoe,shoe,0.94573,1.00848,0.89741,0.87832,0.99319,0.94463,0.00272
1367,1,1,to wear on feet,wear feet,Shoe,shoe,1.14806,1.11889,0.99901,1.05112,1.00992,1.0654,0.1434
1367,3,3,to throw,throw,Shoe,shoe,0.78225,0.87301,0.96122,1.01533,0.77594,0.88155,-0.10614
1367,4,3,to use as a container,use container,Shoe,shoe,0.99264,0.9641,0.87896,1.0036,1.0429,0.97644,0.03367
1367,3,3,to use as a weapon,use weapon,Shoe,shoe,1.02733,1.04328,0.94233,1.05574,1.12411,1.03856,0.10928
1621,1,1,put on foot,put foot,Shoe,shoe,1.07251,0.97363,0.92583,1.03194,1.02944,1.00667,0.07059
1621,2,2,kill bug with it,kill bug,Shoe,shoe,1.08636,1.09093,0.95887,0.9726,1.07658,1.03707,0.1165
1621,5,5,use as oven mit,use oven mit,Shoe,shoe,0.98733,1.0315,0.99488,0.96666,0.94414,0.9849,0.04228
1334,1,1,wear them,wear,Shoe,shoe,0.68745,0.77508,0.78195,0.69537,0.62961,0.71389,-0.289
1334,1,1,run in them,run,Shoe,shoe,0.77577,0.93649,0.91852,1.02153,0.91864,0.91419,-0.06029
1500,1,1,wear,wear,Shoe,shoe,0.68745,0.77508,0.78195,0.69537,0.62961,0.71389,-0.289
1500,2,2,stomp a bug,stomp bug,Shoe,shoe,0.99844,1.11218,1.03519,1.0107,0.93618,1.01854,0.07938
1500,5,3,use as a canvas,use canvas,Shoe,shoe,1.00425,0.9451,1.08158,0.97331,1.0655,1.01395,0.08123
1527,1,1,Walk,walk,Shoe,shoe,0.75578,0.87792,0.87474,0.80634,0.84198,0.83135,-0.14465
1527,1,1,run,run,Shoe,shoe,0.77577,0.93649,0.91852,1.02153,0.91864,0.91419,-0.06029
1527,2,2,kill bugs,kill bugs,Shoe,shoe,1.03556,1.06165,0.93867,0.96402,1.03083,1.00615,0.07529
1372,2,2,kill a spider,kill spider,Shoe,shoe,1.1168,1.07144,0.97461,0.98174,0.96087,1.02109,0.09244
1372,3,3,hold a door open,hold door open,Shoe,shoe,0.96863,0.96142,0.94795,0.9781,0.87284,0.94579,-0.01036
1525,1,1,wear,wear,Shoe,shoe,0.68745,0.77508,0.78195,0.69537,0.62961,0.71389,-0.289
1525,3,3,throw at someone,throw someone,Shoe,shoe,1.00731,1.09786,1.06369,1.03538,1.07071,1.05499,0.12704
1525,3,3,prop open a door,prop open door,Shoe,shoe,0.93219,0.85354,0.92618,0.99995,0.84001,0.91037,-0.05934
1525,3,3,sell them,sell,Shoe,shoe,0.81673,0.91091,0.91828,0.82381,0.82829,0.8596,-0.10979
1464,1,1,Walking,walking,Shoe,shoe,0.71429,0.88577,0.81115,0.79483,0.73985,0.78918,-0.2004
1464,3,2,fashion,fashion,Shoe,shoe,0.70997,0.87638,0.73796,0.75035,0.68175,0.75128,-0.24414
1464,3,2,throwing,throwing,Shoe,shoe,0.83038,0.88037,0.99284,1.00628,0.78348,0.89867,-0.08209
1464,2,3,protection,protection,Shoe,shoe,0.95543,1.03424,1.04575,0.97823,0.93825,0.99038,0.04546
1464,1,1,running,running,Shoe,shoe,0.78952,0.93675,0.88544,0.93103,0.83471,0.87549,-0.1012
1464,2,1,hiking,hiking,Shoe,shoe,0.76076,0.89356,0.82199,1.01478,0.82751,0.86372,-0.12487
