id,response,response_nofill,response_processed,response_processed_phrase,item,item_nofill,SemDis_factor,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,ewm_vector_cosine_dis,ewm_vector_cosine_dis_clus_avg,minima_vector_cosine_dis,minima_vector_cosine_dis_clus_avg,minima_vector_cosine_dis_clus_min,novelty_1,novelty_2,novelty_m
1094,to open a door,open door,"['open', 'door']",open door,Key,key,0.04212,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,1.2752386230475714,1.275238623047571,0.7073007752748623,0.759739323748711,0.7073007752748623,1,1,1.0
1094,to scratch something into the sidewalk,scratch something sidewalk,"['scratch', 'sidewalk']",scratch sidewalk,Key,key,0.06074,1.0226,0.96624,1.03,1.13652,0.71791,0.97465,1.1034779526854646,1.056743069074462,1.0254359624268543,1.0417183915689532,1.025172993406309,3,3,3.0
1094,use to separate two things that are stuck together,use separate two things stuck together,"['separate', 'stuck']",separate stuck,Key,key,0.0412,0.98782,0.97968,0.99077,0.96344,1.33179,1.0507,1.4010410500032977,1.0013547716896742,0.7790570723277453,0.8984880782853085,0.7133689571521549,3,4,3.5
1094,scratch an itch,scratch itch,"['scratch', 'itch']",scratch itch,Key,key,-0.00096,0.92134,1.05422,0.94818,0.9073,0.96332,0.95887,0.9633194175979698,1.056743069074462,1.140493162228968,1.0417183915689532,1.025172993406309,3,3,3.0
1093,unlocking,unlocking,['unlocking'],unlocking,Key,key,-0.33545,0.58123,0.5551200000000001,0.74388,0.86419,0.75956,0.7008,0.7595630855742955,1.0013547716896742,0.7595630855742955,0.744162630920569,0.7595630855742955,1,1,1.0
1093,locking,locking,['locking'],locking,Key,key,-0.24801,0.64657,0.69607,0.82316,0.8709899999999999,0.84131,0.77562,0.8413142887076409,0.9477278897284128,0.8413142887076409,0.8743239249155642,0.8413142887076409,1,1,1.0
1093,hiding,hiding,['hiding'],hiding,Key,key,-0.18795,0.69076,0.8064,0.84593,0.95165,0.83761,0.82647,0.8376137106969963,1.0013547716896742,0.8376137106969963,0.8984880782853085,0.7133689571521549,5,3,4.0
1093,discovering,discovering,['discovering'],discovering,Key,key,-0.12863,0.77019,0.86015,0.87886,0.97857,0.83939,0.86543,0.8393897771546557,1.0013547716896742,0.8393897771546557,0.8984880782853085,0.7133689571521549,4,5,4.5
1093,starting a car,starting car,"['starting', 'car']",starting car,Key,key,0.06166,0.96883,1.11883,0.97603,0.97372,1.29952,1.06739,1.299523844092524,1.056743069074462,0.8077376549154287,0.8880835122615057,0.8077376549154287,1,2,1.5
1093,turning off a car,turning car,"['turning', 'car']",turning car,Key,key,0.07936,0.99751,1.09845,1.02951,0.91709,1.33149,1.07481,1.3314862079167797,1.056743069074462,0.8077376549154287,0.8880835122615057,0.8077376549154287,1,2,1.5
1093,music,music,['music'],music,Key,key,-0.06673,0.83154,0.94839,0.95753,0.90333,0.85143,0.89844,0.8514300328719329,1.0013547716896742,0.8514300328719329,0.8984880782853085,0.7133689571521549,3,5,4.0
1093,put on a chain,put chain,['chain'],chain,Key,key,0.03685,0.957,1.00875,0.98558,1.00074,1.32211,1.05484,0.7872895641228488,1.0013547716896742,0.7872895641228488,0.8984880782853085,0.7133689571521549,3,4,3.5
1093,jangling,jangling,['jangling'],jangling,Key,key,-0.16976,0.75067,0.6819200000000001,0.87512,1.03892,0.95531,0.86039,0.9553095296416232,1.0013547716896742,0.9553095296416232,0.8984880782853085,0.7133689571521549,2,5,3.5
1159,open doors,open doors,"['open', 'door']",open door,Key,key,0.06653,0.93745,1.04888,1.07998,1.03097,1.29673,1.0788,1.2752386230475714,1.275238623047571,0.7073007752748623,0.759739323748711,0.7073007752748623,1,1,1.0
1159,jewelry,jewelry,['jewelry'],jewelry,Key,key,-0.10874,0.7568,0.84099,0.98246,0.96132,0.92771,0.89386,0.9277109964372285,1.0013547716896742,0.9277109964372285,0.8984880782853085,0.7133689571521549,3,4,3.5
1159,decoration,decoration,['decoration'],decoration,Key,key,-0.01498,0.93845,0.88005,0.95936,1.04825,1.00878,0.96698,1.0087784159056932,0.9842720567497214,1.0087784159056932,0.9943079400445083,0.8262882194423122,3,4,3.5
1195,unlock door,unlock door,"['unlock', 'door']",unlock door,Key,key,0.05292,0.97084,1.01924,1.03137,0.99621,1.18833,1.0412,1.1883283626707526,1.1458875309852699,0.7310774840479568,0.7318623870083506,0.7310774840479568,1,1,1.0
1195,cut something,cut something,['cut'],cut,Key,key,0.07948,1.01791,0.98149,1.04075,1.05736,1.35588,1.09068,0.6583687335139231,0.9248112790575709,0.6583687335139231,0.7400502143143176,0.6583687335139231,2,3,2.5
1195,melt into metal,melt metal,"['melt', 'metal']",melt metal,Key,key,0.0406,0.90916,1.00212,1.0659,1.10329,1.11765,1.03962,1.117645871732118,1.0588714468143319,1.0387355564877583,1.0387355564877583,0.7133689571521549,4,5,4.5
1195,dip in paint and paint something,dip paint paint something,"['dip', 'paint', 'paint']",dip paint paint,Key,key,0.01613,0.96131,0.94295,0.99238,0.89684,1.38109,1.03491,0.8223926304271729,1.0013547716896742,0.9218965180139169,0.9998418367378179,0.7133689571521549,5,4,4.5
1195,decorate and give as a gift,decorate give gift,"['decorate', 'gift']",decorate gift,Key,key,-0.03095,0.87039,0.81403,1.07111,1.09996,0.79631,0.93036,1.1190189245352715,1.0446628353646268,1.049159236677571,0.9710723276845681,0.7133689571521549,4,5,4.5
1195,use as a screwdriver,use screwdriver,['screwdriver'],screwdriver,Key,key,0.04947,0.93573,1.11863,1.04794,0.95622,0.84729,0.98116,1.0270480111925393,1.0013547716896742,1.0270480111925393,0.9563581356317937,0.7133689571521549,3,4,3.5
1141,to open a door,open door,"['open', 'door']",open door,Key,key,0.04212,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,1.2752386230475714,1.275238623047571,0.7073007752748623,0.759739323748711,0.7073007752748623,1,1,1.0
1141,to open an envelope,open envelope,"['open', 'envelope']",open envelope,Key,key,0.05879,0.97259,1.06162,1.03019,0.9305,1.25654,1.05029,1.256536774965037,0.9210851755160313,0.9247695739828671,0.759739323748711,0.6983038936582437,1,2,1.5
1141,to dislodge items/objects from cracks,dislodge items objects cracks,"['dislodge', 'item', 'object', 'crack']",dislodge item object crack,Key,key,0.06641,1.03641,0.92376,1.03233,1.1297,0.99418,1.02328,1.220016509708017,1.0013547716896742,0.9994323014414666,0.9697322882992665,0.7582095576752811,2,4,3.0
1141,to scratch surface on a car or scratch card,scratch surface car scratch card,"['scratch', 'surface', 'car', 'scratch', 'card']",scratch surface car scratch card,Key,key,-0.01351,0.90275,1.01206,0.95284,1.05679,0.63286,0.91146,0.6328581205536621,1.056743069074462,1.025172993406309,1.0417183915689532,1.025172993406309,3,3,3.0
1141,to attack someone,attack someone,['attack'],attack,Key,key,0.05445,0.93769,1.04355,1.05165,0.98019,1.36409,1.07543,0.7506504251151526,1.0013547716896742,0.7506504251151526,0.8984880782853085,0.7133689571521549,3,3,3.0
1104,unlocking,unlocking,['unlocking'],unlocking,Key,key,-0.33545,0.58123,0.5551200000000001,0.74388,0.86419,0.75956,0.7008,0.7595630855742955,1.0013547716896742,0.7595630855742955,0.744162630920569,0.7595630855742955,1,1,1.0
1104,self defense,self defense,"['self', 'defense']",self defense,Key,key,0.04163,0.90444,1.11954,1.00879,0.97466,1.25756,1.053,1.2575616467104251,1.0013547716896742,0.8207378990564247,0.8984880782853085,0.7133689571521549,3,3,3.0
1104,scratching something,scratching something,['scratching'],scratching,Key,key,0.03289,0.98008,0.96545,1.01367,1.02378,0.92501,0.9816,1.0594936756586069,1.056743069074462,1.0594936756586069,0.8880835122615057,1.025172993406309,3,3,3.0
1286,open a house,open house,"['open', 'house']",open house,Key,key,0.02747,0.87848,1.07399,1.02832,0.99546,1.26341,1.04793,1.2634147177458892,1.2634147177458892,0.7124468442067908,0.759739323748711,0.6983038936582437,1,1,1.0
1286,use it as a knife,use knife,['knife'],knife,Key,key,0.07498,0.99422,1.03864,1.0517,0.95012,1.37315,1.08157,0.8927266226648818,1.0013547716896742,0.8927266226648818,0.8984880782853085,0.7133689571521549,3,3,3.0
1286,decoration,decoration,['decoration'],decoration,Key,key,-0.01498,0.93845,0.88005,0.95936,1.04825,1.00878,0.96698,1.0087784159056932,0.9842720567497214,1.0087784159056932,0.9943079400445083,0.8262882194423122,3,3,3.0
1205,PIECE OF jewelry,piece of jewelry,"['piece', 'jewelry']",piece jewelry,Key,key,-0.01758,0.89829,1.09579,0.90347,0.99295,0.59468,0.89704,1.223610535325097,1.0013547716896742,0.9277109964372285,0.8984880782853085,0.7133689571521549,3,3,3.0
1205,USE TO CUT STRING,use to cut string,"['cut', 'string']",cut string,Key,key,0.04218,1.04411,0.88832,1.00277,0.9046,1.36054,1.04007,1.292187198565091,0.9248112790575709,0.7131004621693373,0.7400502143143176,0.6583687335139231,2,3,2.5
1205,OPEN A SODA CAN,open soda can,"['open', 'soda']",open soda,Key,key,-0.01827,0.89547,0.96473,1.00759,0.98955,0.67338,0.90614,1.1719067330535726,0.9210851755160313,1.0304434310792756,0.759739323748711,0.6983038936582437,2,5,3.5
1205,SCRATCH AN ITCH,scratch an itch,"['scratch', 'itch']",scratch itch,Key,key,0.02407,1.00208,0.92979,0.96963,1.03651,0.95354,0.97831,0.9633194175979698,1.056743069074462,1.140493162228968,1.0417183915689532,1.025172993406309,3,3,3.0
1163,open door,open door,"['open', 'door']",open door,Key,key,0.04212,0.93277,1.0144,1.03777,1.0152,1.27524,1.05508,1.2752386230475714,1.275238623047571,0.7073007752748623,0.759739323748711,0.7073007752748623,1,1,1.0
1163,open car,open car,"['open', 'car']",open car,Key,key,0.0399,0.94242,1.04073,0.97867,1.05253,1.2726,1.05739,1.2726000370000299,0.9210851755160313,0.8077376549154287,0.759739323748711,0.8077376549154287,1,1,1.0
1163,open safe,open safe,"['open', 'safe']",open safe,Key,key,0.04861,0.93971,1.03102,1.05968,0.93231,1.33838,1.06022,1.3383813970451057,0.9210851755160313,0.7263735128829911,0.7263735128829911,0.6983038936582437,1,1,1.0
1163,open lock,open lock,"['open', 'lock']",open lock,Key,key,0.04846,0.98004,0.97918,1.01782,1.05755,1.13969,1.03486,1.1396859035521743,0.9210851755160313,0.7452057373350479,0.759739323748711,0.6983038936582437,1,1,1.0
