id,response,response_nofill,response_processed,response_processed_phrase,item,item_nofill,SemDis_factor,SemDis_cbowukwacsubtitle_nf_m,SemDis_cbowsubtitle_nf_m,SemDis_cbowBNCwikiukwac_nf_m,SemDis_TASA_nf_m,SemDis_glove_nf_m,SemDis_MEAN,ewm_vector_cosine_dis,ewm_vector_cosine_dis_clus_avg,minima_vector_cosine_dis,minima_vector_cosine_dis_clus_avg,novelty_1,novelty_2,novelty_m
1193,to stand on,stand,['stand'],stand,Chair,chair,-0.11259,0.68312,0.79377,0.83161,0.90393,0.73805,0.7901,0.8316138969670727,0.9218453280739812,0.8316138969670727,0.8931903437013747,2,2,2.0
1193,to smash something else,smash something else,['smash'],smash,Chair,chair,0.04369,0.86355,1.00707,0.89162,1.03745,0.7735,0.91464,0.9415063633752397,0.9361043893354641,0.9415063633752397,0.9308020311508344,3,3,3.0
1193,to act as a weight,act weight,"['act', 'weight']",act weight,Chair,chair,0.21036,1.05827,1.03708,1.06453,0.9707,1.19059,1.06423,1.0645332503647018,0.9361043893354641,0.9761246618784776,0.9308020311508344,3,3,3.0
1209,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.7072658062816448,0.7072658062816449,0.7072658062816448,0.7072658062816449,1,1,1.0
1209,rocking,rocking,['rocking'],rocking,Chair,chair,-0.2728,0.60249,0.58595,0.75924,0.44449,0.61304,0.60104,0.759237828613354,0.9361043893354641,0.759237828613354,0.9308020311508344,3,2,2.5
1209,standing on to reach high objects,standing reach high objects,"['standing', 'reach', 'high', 'object']",standing reach high object,Chair,chair,0.18038,1.06856,0.88015,1.06751,0.99393,1.22156,1.04634,1.0381500889112938,0.9218453280739812,0.9685996872575258,0.9129513323871332,2,2,2.0
1123,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.7072658062816448,0.7072658062816449,0.7072658062816448,0.7072658062816449,1,1,1.0
1123,standing,standing,['standing'],standing,Chair,chair,-0.18053,0.6584099999999999,0.75055,0.71419,0.9067,0.60756,0.72748,0.7141877470991613,0.9218453280739812,0.7141877470991613,0.9129513323871332,2,2,2.0
1123,decoration,decoration,['decoration'],decoration,Chair,chair,0.03426,0.87097,0.8633500000000001,0.97432,0.90384,0.89842,0.90218,0.9743212497682401,0.9361043893354641,0.9743212497682401,0.9308020311508344,3,2,2.5
1123,guests,guests,['guest'],guest,Chair,chair,-0.05607,0.8106599999999999,0.88226,0.8627199999999999,0.6557,0.73726,0.78972,0.8671349909793511,0.9361043893354641,0.8671349909793511,0.9308020311508344,2,4,3.0
1123,artwork,artwork,['artwork'],artwork,Chair,chair,0.05859,0.93202,0.83116,0.98101,0.96809,0.91351,0.92516,0.9810111143994972,0.9361043893354641,0.9810111143994972,0.9308020311508344,3,3,3.0
1123,gift,gift,['gift'],gift,Chair,chair,0.04751,0.84407,0.94008,0.97171,1.01566,0.83691,0.92169,0.9717075437167468,0.9361043893354641,0.9717075437167468,0.9308020311508344,3,3,3.0
1123,prop,prop,['prop'],prop,Chair,chair,-0.05917,0.75503,0.76751,0.87139,0.93941,0.92348,0.85136,0.8713927319050163,0.9624307776769385,0.8713927319050163,0.9399055879276809,3,3,3.0
1123,studying,studying,['studying'],studying,Chair,chair,0.04156,0.90988,0.98459,0.86746,0.92283,0.81778,0.90051,0.8674649637056424,0.9361043893354641,0.8674649637056424,0.9308020311508344,2,2,2.0
1123,dining,dining,['dining'],dining,Chair,chair,-0.14314,0.70868,0.82342,0.85381,0.4065999999999999,0.65793,0.69009,0.8538102316790422,0.9361043893354641,0.8538102316790422,0.9308020311508344,2,2,2.0
1123,lounging,lounging,['lounging'],lounging,Chair,chair,-0.07054,0.7019500000000001,0.79788,0.88236,1.04583,0.79293,0.84419,0.8823600391631506,0.9361043893354641,0.8823600391631506,0.9308020311508344,2,2,2.0
1228,sit on,sit,['sit'],sit,Chair,chair,-0.30458,0.52459,0.62367,0.71029,0.5577300000000001,0.53034,0.58932,0.7102924667596069,0.7102924667596068,0.7102924667596069,0.7102924667596068,1,1,1.0
1228,stand on,stand,['stand'],stand,Chair,chair,-0.11259,0.68312,0.79377,0.83161,0.90393,0.73805,0.7901,0.8316138969670727,0.9218453280739812,0.8316138969670727,0.8931903437013747,2,2,2.0
1228,break a window,break window,"['break', 'window']",break window,Chair,chair,0.13835,0.95035,1.02372,0.95907,1.00818,1.19475,1.02721,0.9590705848602457,0.9614435317501544,1.0080469525268279,0.9308020311508344,3,3,3.0
1228,hold a door closed,hold door closed,"['hold', 'door', 'closed']",hold door closed,Chair,chair,0.02846,0.82725,0.95793,0.91123,1.12919,0.7355400000000001,0.91223,0.9112273218267031,0.9433096091241358,0.9804020520996699,0.9266968964927359,2,3,2.5
1228,tie something too,tie something,['tie'],tie,Chair,chair,0.203,1.0792,1.06121,1.0009,1.00094,1.13815,1.05608,0.9394482613322946,0.9361043893354641,0.9394482613322946,0.9308020311508344,2,3,2.5
1228,sleep in,sleep,['sleep'],sleep,Chair,chair,-0.08297,0.6859,0.84745,0.89348,0.88417,0.71799,0.8058,0.8934836086409048,0.9361043893354641,0.8934836086409048,0.8934836086409048,4,3,3.5
1195,sitting,sitting,['sitting'],sitting,Chair,chair,-0.34181,0.50769,0.5752900000000001,0.7072700000000001,0.43393,0.46723,0.53828,0.7072658062816448,0.7072658062816449,0.7072658062816448,0.7072658062816449,1,1,1.0
